id,name,country,city,rank_world,intake_seasons,ielts_min,pte_min,toefl_min,gpa_requirement,tuition_fees,tuition_min_usd,tuition_max_usd,application_fee,documents_required,deadlines,official_website,admissions_page,notes,status
,Open University of Tanzania,"Tanzania, United Republic of",,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://out.ac.tz,https://out.ac.tz,,approx
,Asian Institute of Technology,Thailand,Pathum Thani,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://ait.ac.th,https://ait.ac.th,,approx
,"Rajamangala University of Technology, Lanna Chiang Rai",Thailand,Chiang Rai,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://chiangraicampus.rmutl.ac.th,https://chiangraicampus.rmutl.ac.th,,approx
,Asian University,Thailand,Chon Buri,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://efau.org,https://efau.org,,approx
,Mahamakut Buddhist University,Thailand,Nakhon Pathom,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://mbu.ac.th,https://mbu.ac.th,,approx
,National Institute of Development Administration,Thailand,Bangkok,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://nida.ac.th,https://nida.ac.th,,approx
,Rangsit University,Thailand,Pathum Thani,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://rsu.ac.th,https://rsu.ac.th,,approx
,Sukhothai Thammathirat Open University,Thailand,Nonthaburi,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://stou.ac.th,https://stou.ac.th,,approx
,Vongchavalitkul University,Thailand,Nakhon Ratchasima,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://vu.ac.th,https://vu.ac.th,,approx
,Instituts Supérieurs de Formation des Maîtres,Tunisia,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://disfm.rnu.tn,https://disfm.rnu.tn,,approx
,Université Libre de Tunis,Tunisia,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://ult.ens.tn,https://ult.ens.tn,,approx
,Université de Tunis,Tunisia,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://utunis.rnu.tn,https://utunis.rnu.tn,,approx
,Istanbul Arel University,Turkey,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://arel.edu.tr,https://arel.edu.tr,,approx
,Beykent University,Turkey,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://beykent.edu.tr,https://beykent.edu.tr,,approx
,Cukurova University,Turkey,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://cu.edu.tr,https://cu.edu.tr,,approx
,Erciyes University,Turkey,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://erciyes.edu.tr,https://erciyes.edu.tr,,approx
,Gebze Institute of Technology,Turkey,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://gyte.edu.tr,https://gyte.edu.tr,,approx
,Istanbul Ticaret University,Turkey,Istanbul,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://ticaret.edu.tr,https://ticaret.edu.tr,,approx
,Necmettin Erbakan University,Turkey,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://konya.edu.tr,https://konya.edu.tr,,approx
,Mustafa Kemal University,Turkey,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://mku.edu.tr,https://mku.edu.tr,,approx
,Ordu University,Turkey,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://odu.edu.tr,https://odu.edu.tr,,approx
,Tarsus University,Turkey,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://tarsus.edu.tr,https://tarsus.edu.tr,,approx
,Yeditepe University,Turkey,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://yeditepe.edu.tr,https://yeditepe.edu.tr,,approx
,Antalya Bilim University,Turkey,Antalya,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://antalya.edu.tr,https://antalya.edu.tr,,approx
,Islamic University in Uganda,Uganda,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://iuiu.ac.ug,https://iuiu.ac.ug,,approx
,Ndejje University,Uganda,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://ndejjeuniversity.ac.ug,https://ndejjeuniversity.ac.ug,,approx
,Chernivci National University,Ukraine,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://chnu.cv.ua,https://chnu.cv.ua,,approx
,Alfred Nobel University of Economics and Law,Ukraine,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://duep.edu,https://duep.edu,,approx
,Petro Mohyla Black Sea State University,Ukraine,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://kma.mk.ua,https://kma.mk.ua,,approx
,Kharkiv State Technical University of Construction and Architecture,Ukraine,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://kstuca.kharkov.ua,https://kstuca.kharkov.ua,,approx
,National Aviation University,Ukraine,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://nau.edu.ua,https://nau.edu.ua,,approx
,Odessa National I.I. Mecnikov University,Ukraine,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://onu.edu.ua,https://onu.edu.ua,,approx
,Sevastopol National Technical University,Ukraine,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://sevntu.com.ua,https://sevntu.com.ua,,approx
,National University of Kiev-Mohyla Academy,Ukraine,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://ukma.kiev.ua,https://ukma.kiev.ua,,approx
,National University of Food Technologies,Ukraine,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://usuft.kiev.ua,https://usuft.kiev.ua,,approx
,British University in Dubai,UAE,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://buid.ac.ae,https://buid.ac.ae,,approx
,Higher Colleges of Technology,UAE,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://hct.ac.ae,https://hct.ac.ae,,approx
,The Petroleum Institute,UAE,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://pi.ac.ae,https://pi.ac.ae,,approx
,University of Wollongong - Dubai Campus,UAE,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://uowdubai.ac.ae,https://uowdubai.ac.ae,,approx
,Aston University,United Kingdom,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://aston.ac.uk,https://aston.ac.uk,,approx
,University of Bedfordshire,United Kingdom,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://beds.ac.uk,https://beds.ac.uk,,approx
,Brunel University Uxbridge,United Kingdom,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://brunel.ac.uk,https://brunel.ac.uk,,approx
,Chelsea College of Art and Design,United Kingdom,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://chelsea.linst.ac.uk,https://chelsea.linst.ac.uk,,approx
,De Montfort University Leicester,United Kingdom,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://dmu.ac.uk,https://dmu.ac.uk,,approx
,Falmouth University,United Kingdom,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://falmouth.ac.uk,https://falmouth.ac.uk,,approx
,"University of Halifax, Birmingham Campus",United Kingdom,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://halifaxuni.ac,https://halifaxuni.ac,,approx
,International Centre for Isclamic Science,United Kingdom,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://kolieh.com,https://kolieh.com,,approx
,London Institute of Management and Technology,United Kingdom,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://limt.co.uk,https://limt.co.uk,,approx
,"London School of Economics and Political Science, University of London",United Kingdom,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://lse.ac.uk,https://lse.ac.uk,,approx
,"University of Wales, Newport",United Kingdom,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://newport.ac.uk,https://newport.ac.uk,,approx
,University of Plymouth,United Kingdom,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://plymouth.ac.uk,https://plymouth.ac.uk,,approx
,The Robert Gordon University,United Kingdom,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://rgu.ac.uk,https://rgu.ac.uk,,approx
,Stratford College London,United Kingdom,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://sclondon.ac,https://sclondon.ac,,approx
,University of Southampton,United Kingdom,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://soton.ac.uk,https://soton.ac.uk,,approx
,University of Surrey,United Kingdom,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://surrey.ac.uk,https://surrey.ac.uk,,approx
,University of Central Lancashire,United Kingdom,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://uclan.ac.uk,https://uclan.ac.uk,,approx
,Northumbria University,United Kingdom,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://northumbria.ac.uk,https://northumbria.ac.uk,,approx
,William Gilbert College,United Kingdom,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://williamgilbert.co.uk,https://williamgilbert.co.uk,,approx
,East Coast College,United Kingdom,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://eastcoast.ac.uk,https://eastcoast.ac.uk,,approx
,Universidad de Montevideo,Uruguay,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://um.edu.uy,https://um.edu.uy,,approx
,Tashkent Pharmaceutical Institute,Uzbekistan,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://pharmi.uz,https://pharmi.uz,,approx
,Tashkent School of Finance,Uzbekistan,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://tfi.uz,https://tfi.uz,,approx
,Universidad del Zulia,"Venezuela, Bolivarian Republic of",,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://secretarialuz.org,https://secretarialuz.org,,approx
,Universidad Nacional Experimental de la Fuerza Armada,"Venezuela, Bolivarian Republic of",,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://unefa.edu.ve,https://unefa.edu.ve,,approx
,Universidad Nacional Experimental del Táchira,"Venezuela, Bolivarian Republic of",,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://unet.edu.ve,https://unet.edu.ve,,approx
,Universidad Rafael Urdaneta,"Venezuela, Bolivarian Republic of",,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://uru.edu,https://uru.edu,,approx
,Danang College Of Technology,Viet Nam,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://dct.udn.vn,https://dct.udn.vn,,approx
,Ho Chi Minh City University of Law,Viet Nam,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://hcmulaw.edu.vn,https://hcmulaw.edu.vn,,approx
,Hanoi Open University,Viet Nam,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://hou.edu.vn,https://hou.edu.vn,,approx
,Institute of Finance,Viet Nam,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://hvtc.edu.vn,https://hvtc.edu.vn,,approx
,Saigon University,Viet Nam,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://sgu.edu.vn,https://sgu.edu.vn,,approx
,Vietnam National University Ho Chi Minh City,Viet Nam,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://vnuhcm.edu.vn,https://vnuhcm.edu.vn,,approx
,Queen Arwa University,Yemen,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://arwauniversity.org,https://arwauniversity.org,,approx
,University of Science and Technology Sana'a,Yemen,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://ust.edu,https://ust.edu,,approx
,Zambian Open University,Zambia,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://zaou.ac.zm,https://zaou.ac.zm,,approx
,Midlands State University,Zimbabwe,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://msu.ac.zw,https://msu.ac.zw,,approx
,Abdullah Gul University,Turkey,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://agu.edu.tr,https://agu.edu.tr,,approx
,Ardahan University,Turkey,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://ardahan.edu.tr,https://ardahan.edu.tr,,approx
,Bozok University,Turkey,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://bozok.edu.tr,https://bozok.edu.tr,,approx
,Gumushane University,Turkey,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://gumushane.edu.tr,https://gumushane.edu.tr,,approx
,Izmir Katip Celebi University,Turkey,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://ikc.edu.tr,https://ikc.edu.tr,,approx
,Mus Alparslan University,Turkey,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://alparslan.edu.tr,https://alparslan.edu.tr,,approx
,Tunceli University,Turkey,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://tunceli.edu.tr,https://tunceli.edu.tr,,approx
,Biruni University,Turkey,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://biruni.edu.tr,https://biruni.edu.tr,,approx
,Istanbul Kemerburgaz University,Turkey,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://kemerburgaz.edu.tr,https://kemerburgaz.edu.tr,,approx
,Nisantasi University,Turkey,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://nisantasi.edu.tr,https://nisantasi.edu.tr,,approx
,Yeni Yuzyil University,Turkey,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://yeniyuzyil.edu.tr,https://yeniyuzyil.edu.tr,,approx
,Enterprise State Community College,USA,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://escc.edu,https://escc.edu,,approx
,Jefferson State Community College,USA,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://jeffstateonline.com,https://jeffstateonline.com,,approx
,Snead State Community College,USA,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://snead.edu,https://snead.edu,,approx
,Eastern Arizona College,USA,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://eac.edu,https://eac.edu,,approx
,Phoenix College,USA,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://phoenixcollege.edu,https://phoenixcollege.edu,,approx
,Arkansas State University-Beebe,USA,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://asub.edu,https://asub.edu,,approx
,National Park Community College,USA,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://npcc.edu,https://npcc.edu,,approx
,Southeast Arkansas College,USA,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://seark.edu,https://seark.edu,,approx
,Bakersfield College,USA,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://bakersfieldcollege.edu,https://bakersfieldcollege.edu,,approx
,Cerro Coso Community College,USA,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://cerrocoso.edu,https://cerrocoso.edu,,approx
,College of San Mateo,USA,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://collegeofsanmateo.edu,https://collegeofsanmateo.edu,,approx
,Contra Costa College,USA,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://contracosta.edu,https://contracosta.edu,,approx
,Fresno City College,USA,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://fresnocitycollege.edu,https://fresnocitycollege.edu,,approx
,Lake Tahoe Community College,USA,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://ltcc.edu,https://ltcc.edu,,approx
,Los Angeles Mission College,USA,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://lamission.edu,https://lamission.edu,,approx
,Merritt College,USA,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://merritt.edu,https://merritt.edu,,approx
,Mt. San Antonio College,USA,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://mtsac.edu,https://mtsac.edu,,approx
,San Diego City College,USA,California,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://sdcity.edu,https://sdcity.edu,,approx
,Taft College,USA,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://taftcollege.edu,https://taftcollege.edu,,approx
,Aims Community College,USA,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://aims.edu,https://aims.edu,,approx
,Northeastern Junior College,USA,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://njc.edu,https://njc.edu,,approx
,Three Rivers Community College,USA,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://trcc.commnet.edu,https://trcc.commnet.edu,,approx
,Tallahassee Community College,USA,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://tcc.fl.edu,https://tcc.fl.edu,,approx
,Chattahoochee Technical College,USA,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://chattahoocheetech.edu,https://chattahoocheetech.edu,,approx
,Gwinnett Technical College,USA,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://gwinnetttech.edu,https://gwinnetttech.edu,,approx
,Southern Crescent Technical College,USA,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://sctech.edu,https://sctech.edu,,approx
,Kauai Community College,USA,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://kauai.hawaii.edu,https://kauai.hawaii.edu,,approx
,Carl Sandburg College,USA,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://sandburg.edu,https://sandburg.edu,,approx
,Heartland Community College,USA,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://heartland.edu,https://heartland.edu,,approx
,Kaskaskia College,USA,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://kaskaskia.edu,https://kaskaskia.edu,,approx
